t,d,x1,x2
1.336353,1,-.2110389,.8300658
5,0,.3847994,.1202926
5,0,-2.127617,1.198229
5,0,1.46411,1.023366
5,0,.0015039,.6121314
5,0,-.9730143,-1.529621
3.1625799,1,-.3842998,-.6868489
3.8419869,1,-.6864353,-.773968
5,0,-.1149965,.6799582
4.4168236,1,-.7581319,.8573614
.49099561,1,1.900642,-.9139702
4.3077605,1,-1.053493,.8199636
5,0,.4784296,-1.152062
5,0,-1.0148,.9834937
2.9582706,1,-1.033401,-1.074481
4.7814326,1,-.4676118,.5994092
5,0,.8509845,-.2600417
1.1551266,1,-.6812747,-.810018
5,0,-1.139016,-1.726553
5,0,-.6624386,-.8533771
5,0,1.675664,1.870205
1.8795802,1,-1.10917,.4034284
5,0,-.6230841,-.1261675
3.1224389,1,1.290967,.061611
5,0,-.119125,-1.084334
5,0,.5896208,.2873723
5,0,-.2220707,1.022043
4.5935626,1,-.4069765,2.327567
2.5578953,1,.8680815,-.695186
3.6132844,1,-.1370378,.5102937
.07579219,1,.7276697,1.536308
.39425344,1,.9295053,.9351462
3.4024893,1,.5349678,.446237
5,0,-.1873702,.4664604
2.9275622,1,.3995466,-.1941033
1.6426273,1,-.9517343,-1.670797
1.2994694,1,.8190805,.8450746
5,0,.8191388,-.3492585
5,0,.5576672,-.2024952
.96983272,1,-.2952314,.5456235
3.5639424,1,1.819768,-1.165949
5,0,-1.27493,.5611266
1.0671891,1,.9208348,-1.410207
.47601419,1,1.23024,-.42868
2.2185945,1,.033993,.3621017
2.6236727,1,-.8006485,-.5390792
.14072664,1,-1.434722,-.5871431
1.1612342,1,-.7190893,.4102339
5,0,-.4543622,-.3003633
5,0,.1250411,1.077328
4.8628736,1,-.4021973,1.070159
5,0,1.388753,.8614435
5,0,1.596906,1.346705
2.4058263,1,.487139,.671414
5,0,-1.573931,.7363783
5,0,.5375204,.9804044
5,0,1.378098,.6502853
3.9431627,1,.1641663,-1.766007
2.600922,1,.6989732,.0783719
5,0,.4456826,-.1345881
5,0,-.3537886,.8242466
5,0,1.111982,.9976901
1.7890024,1,.0367049,-2.43519
5,0,-1.801533,.0268664
1.3437195,1,-.3707001,.3888274
5,0,.4692466,1.776886
.08529274,1,-.4154969,-1.664484
.52039119,1,-.2739439,-1.491878
1.5325689,1,.4149544,.5266119
5,0,-.6082494,-.8244125
5,0,.2567433,.6212303
2.1891359,1,.5788854,-2.571664
5,0,1.093181,-1.331292
.1027949,1,.9597335,.3256462
5,0,.2981014,.0114611
3.5457139,1,-.8922862,.33832
3.4617003,1,.7870257,-1.756533
5,0,.521055,-.6084445
5,0,-.8587136,-1.027368
5,0,-1.075724,1.838954
.30793112,1,-.6346552,1.140039
.13815091,1,-.084697,-1.346671
.35774574,1,.5207828,-.9003433
2.0677726,1,-.2255265,-.3509634
1.8131178,1,-1.317864,-.5552159
2.8693036,1,1.279801,.0244777
5,0,.0967233,-.9887803
.7360172,1,.4321605,1.695029
5,0,.9302732,1.04414
4.2712375,1,.5947984,-.7008144
5,0,1.546387,.5821905
5,0,-.9805534,.8018118
5,0,.7324293,-2.233033
.99333272,1,-1.233329,1.43519
5,0,.4057771,1.571827
5,0,-.718539,-.1230565
5,0,.8112356,-1.236382
4.5737025,1,-.4113064,-1.902519
2.1776522,1,1.261855,-.8188465
.07162666,1,-2.052624,-1.11856
5,0,-.4715619,.5003495
5,0,.5155445,-.9905669
1.1249366,1,1.206632,1.026694
5,0,-.1325017,-.181201
3.2766938,1,-.503102,-.078554
5,0,-.4144568,-.219128
4.7284841,1,.0289598,-.3887452
5,0,-1.571864,-.7229965
2.9460646,1,1.15034,-.2818015
2.9669367,1,.4242823,.4206069
.59869731,1,.4992372,.706652
.21555391,1,-.3266107,-.2489495
2.7821892,1,-.4853106,.1324159
5,0,-1.233523,-1.305477
1.5161786,1,.2746385,-.3195317
5,0,-.3620102,-1.409594
.53950393,1,.6524826,-.4877992
5,0,2.591161,-1.645733
5,0,-1.542785,-.7624944
1.101449,1,-1.269706,-.4752481
2.7106643,1,.2041304,.9900747
2.4700287,1,.2924705,1.046493
.72072479,1,-2.404137,-.2026563
5,0,-.0917524,-.2932394
1.3339231,1,.1360706,.8744884
3.1862943,1,1.455524,-.028874
5,0,.7171045,.0943359
1.2230914,1,.8937406,1.20365
2.5975501,1,-.8726847,1.287705
2.4384818,1,1.157869,1.255085
3.8415759,1,1.597041,.2899673
5,0,-.1901725,-1.72397
5,0,-.0695427,.2072231
5,0,.2617048,-.3589996
5,0,-.912895,2.353143
4.8075408,1,1.255818,-.316404
5,0,.1831342,-.7110544
5,0,-.5022973,-.1336317
.78378476,1,.4071216,-1.19492
5,0,-.9365526,.3829866
3.9565486,1,.1149838,-.6507285
3.2887238,1,-.923735,-.4302078
5,0,-.2000071,-.1871908
5,0,-.8155533,-.1050502
5,0,-1.325364,-.0644061
.51023266,1,-1.734607,2.745966
2.9616879,1,.0774114,-.6278355
1.8869652,1,-.9069615,.8023187
.50080474,1,1.27279,-.5001234
.56644603,1,.059801,1.129139
1.0584513,1,1.256589,-.9107593
.42477448,1,.3039079,.2844336
.48466722,1,.0223876,1.298846
4.6927046,1,.5662687,-1.609019
5,0,.0920583,.1928747
.2329357,1,.4826299,.6242381
5,0,.3105142,.6578676
5,0,-2.232092,-.6344252
1.8347836,1,1.835706,-.222293
1.3945302,1,-.6895573,-.3186803
5,0,-1.073127,1.973568
2.3487304,1,.9992477,1.347551
4.2598371,1,-.094631,1.087444
2.6206551,1,3.37916,.2290517
5,0,.6686483,-1.10679
5,0,.7296028,-.0470194
5,0,-1.652051,.8064833
5,0,-1.890049,-.0397037
5,0,.5261706,-1.364709
5,0,.5600114,.0399465
5,0,-.7778152,-.2203879
2.7873269,1,.5747738,-.7354721
3.9522938,1,1.26517,.083339
.94971126,1,-.8706394,.0702354
3.4737898,1,-.0410508,.4622978
.06936712,1,.5130324,.3189598
.60064534,1,-1.069322,.6912359
5,0,-1.754603,1.474615
4.3254789,1,-.5416495,.2656815
1.1033647,1,-.9052146,.0590092
.00002663,1,-1.736984,.1788998
5,0,.4457284,-.3050764
1.1207543,1,-.6258776,-1.2992
.0150089,1,-.3641995,.0227575
.71775004,1,.4695388,-.472429
5,0,.5492204,-2.594335
5,0,-.257303,.0147144
1.3629008,1,-.6015314,-1.208303
5,0,-.3274521,-2.150037
2.1784937,1,.7116512,.1449413
2.5140798,1,-.614963,-1.281167
1.0474877,1,.0248019,-1.387877
5,0,-.1211137,-.1389541
5,0,.59133,.4224707
5,0,-.0446897,-.6559895
5,0,-.3380059,.2716838
5,0,-.6453342,-1.180284
4.0098998,1,1.113258,-.6396534
5,0,-.5976714,.3922709
5,0,.6124625,-.5358952
.60153668,1,-.3660735,-2.088931
5,0,-.6278508,-1.309867
5,0,1.502072,-1.018272
3.9459185,1,-.0001959,-.2495363
5,0,.8910264,-.4925226
1.7074072,1,-1.253143,.7481492
5,0,.9591779,-1.407355
5,0,-.46644,1.160141
3.6370934,1,.4966598,-.2678159
.6725306,1,.839484,-.4400401
5,0,.6520463,-.429608
5,0,.648092,1.716467
5,0,.17372,-.4624739
5,0,-1.213794,-.0760097
5,0,.5257145,-.6162587
1.305696,1,1.31236,.9451275
1.0448516,1,-1.011725,-.1762235
5,0,-.2281036,-.6150689
2.1595506,1,.2157188,-.8723851
5,0,2.930855,.4123569
2.8138516,1,-.4366632,-1.909346
5,0,2.476258,-.1563622
2.0529306,1,.4980107,-1.973933
5,0,1.333254,.2815507
5,0,-.413217,-.2227369
5,0,.8024236,-1.395047
1.7962962,1,-.6296333,-1.953746
5,0,-.7815937,-.6714938
5,0,2.185283,1.257839
.00710596,1,-.5540667,.0599922
.08231998,1,-1.31687,-.9907752
5,0,-.8748996,-1.39655
1.2302574,1,.2717338,.3529258
5,0,-.1974686,1.170868
5,0,-.486351,.0039746
.043862,1,1.179537,.0886618
5,0,.052818,.1400242
2.5070822,1,-1.469751,-.3273188
1.1363132,1,-.2068682,-.3653559
3.9037457,1,-.7163158,.3163655
5,0,-.2806388,1.121928
.07168896,1,-1.148304,.1751409
.76746728,1,-.4195359,-1.24947
.01359193,1,-2.199711,2.583375
3.2172275,1,.546691,-1.468397
4.5872313,1,.605574,1.012885
5,0,-.0656745,.0119279
1.2323885,1,-.7472461,1.018541
.02207503,1,.6166539,-.8727216
.6632629,1,.4573772,-1.489621
3.5824359,1,.0722531,-1.103998
5,0,.3243038,.1019849
5,0,-.5879878,.7214314
2.9225128,1,.8530936,.1100853
1.8153547,1,-1.20095,1.694345
5,0,-.7970613,.2805636
5,0,.0307367,-1.414321
5,0,-.4322089,-2.332901
2.3943429,1,.1822365,-.4774046
2.5150328,1,-1.786744,-2.444849
.12051562,1,-.9645507,.4232833
5,0,.4500448,.433036
4.4265533,1,1.354137,.221517
5,0,-.8352429,-.1083012
5,0,-.6558928,-1.062247
1.5783558,1,.8813402,-.2171715
5,0,.2776529,.9012087
.36095086,1,.2621035,-.5048798
5,0,-.8353491,-.3328866
1.0776284,1,-1.151976,-.8667169
1.3990398,1,-.6628578,.8141997
.89638158,1,2.10857,1.050863
5,0,-.6742264,-.3633263
.22398468,1,.5420896,-2.110135
1.3200103,1,.7442047,1.312704
.11149966,1,-.3844476,.151704
5,0,-1.044702,.3729571
3.4903988,1,1.007007,-.3418659
2.4729911,1,-.1258766,.9824805
1.3020702,1,.5448257,.5673284
.12257534,1,-1.525312,.7519734
2.2349161,1,1.733221,.9226246
5,0,-.127167,.1008341
1.3142814,1,-.0030608,-.2952614
5,0,1.800805,-1.867624
3.1942556,1,-1.34893,-.1868822
5,0,.6831695,.7164954
3.7511396,1,.3466241,-.3343028
5,0,.1992261,-1.175207
5,0,-.8849996,-.2365421
.58566789,1,2.089208,-.1852239
3.7377294,1,.1661051,-.472516
5,0,-.1209008,.1892854
5,0,.4546922,.6595289
2.6587895,1,.2922871,.5776871
5,0,-.4758659,1.114073
5,0,.5852205,-1.905215
4.9594243,1,-1.138521,-.5185586
5,0,-1.001368,-.5742648
5,0,.0839045,-.10361
3.1979337,1,.1855434,-.0243566
3.1054493,1,.9875293,-.0880298
5,0,-.2482764,-1.14684
4.1707116,1,-.0111361,.3932991
1.0725799,1,.0988486,.6427096
4.5135749,1,.4125676,-.8363456
5,0,-1.499998,-.9978468
2.3784912,1,1.46669,1.066073
.44180054,1,-.4243637,1.874987
5,0,-.6701432,-.2376234
3.6832718,1,1.442734,-1.054393
5,0,-.0760771,-1.67397
.20209249,1,-.5356815,.0962221
2.1011349,1,.9223091,-1.254693
2.8544439,1,-.116307,-.1673957
1.0430546,1,-.2922131,.1524267
1.748617,1,.5299315,-.391069
.63874562,1,.1662636,-.1920133
.45512264,1,1.483559,-1.8579
.90800764,1,1.31338,-.5967519
2.3434531,1,.7763709,.6330047
.08482238,1,.6650419,-.0080161
5,0,.3557672,-1.457542
5,0,1.806386,-.8372205
5,0,1.494036,.9323269
3.2675137,1,.3283148,-1.683269
5,0,2.58242,1.701031
5,0,.9489253,-1.882826
5,0,.2818928,.1032966
5,0,.6587764,-.6141828
2.6592328,1,-.4470541,.5501282
4.8201193,1,.5941925,.2820734
5,0,-.0970875,1.786022
2.8230351,1,-.410698,.9084705
.78338279,1,-.0536399,.5320661
.33717301,1,.6882821,.3815895
3.1782143,1,.2365973,-.8265756
.39216635,1,-.2992168,-.4919453
3.5422777,1,.5411716,-1.978431
.46802757,1,-.7027613,-1.473921
.96256793,1,-.9022722,-1.084759
.18305381,1,-.8812622,.4939326
3.7962666,1,1.943119,.1913792
5,0,.0078955,-1.276409
5,0,-.0004749,-.3022532
5,0,.0030307,-.8936391
2.1928115,1,-.0222162,.9387805
3.4225276,1,.858561,1.139937
5,0,1.563786,.2200423
.21661697,1,.7290329,.1791342
4.6992753,1,-.4362835,-.4883001
1.7635082,1,.0177044,-.7231866
2.5475631,1,-.1388872,1.374767
1.4169627,1,-.185874,.5747926
5,0,1.737964,-1.145637
5,0,.4606125,-.1580298
2.2398223,1,-2.107047,.4770372
.59332459,1,-.3088706,-.226369
2.1673154,1,.0967102,.4491042
.44486625,1,-1.05531,-.4796905
5,0,.6247749,.3503217
5,0,-.1968251,1.50992
5,0,-.3166061,-.306081
5,0,1.330475,-.997829
5,0,-.6859891,-.6580902
1.0517236,1,.1544267,.8791715
5,0,1.69292,.5493312
1.8946165,1,1.129986,-.0813884
.36362562,1,-.0299882,-1.26315
4.9182301,1,-.5332829,-.4005421
5,0,-.6473998,-.4496073
.10661827,1,-.0727011,-.5027738
5,0,1.209983,-.1632509
5,0,-.2397585,-.3973469
5,0,-.7734256,.0575075
2.5893696,1,.2398221,-.8893414
5,0,.0851808,-.4067258
.3234364,1,-.3703813,-.7293628
5,0,.1255164,-.51772
5,0,-1.553835,-.2199484
3.1517616,1,-.0788203,.5212474
3.357855,1,-.1590464,1.098541
2.7851457,1,-.6989813,-1.680591
5,0,.2748064,2.100039
5,0,.3256862,.7523762
5,0,1.489776,1.599785
3.2279182,1,-.3797867,-.6910353
5,0,.8310019,-.3966467
1.2230814,1,1.506397,-1.482612
5,0,-.528628,-.1028637
.63680448,1,.6099269,1.571044
.78824922,1,.1297955,-.934803
.22348191,1,.9551197,.4904823
.49532208,1,.0250924,-.3549166
2.594782,1,2.451929,1.48774
5,0,-2.609112,1.006922
5,0,-.6233127,1.344273
5,0,.2762566,-.7394875
5,0,-.869027,.9151453
5,0,-.7754318,-1.75532
5,0,-1.157944,-.89807
.21082747,1,-.1874774,-.1456058
5,0,-.6719993,-.4817456
5,0,.7358777,1.325318
1.468839,1,-.1411642,-.3186801
1.1184596,1,-.1939156,2.194201
5,0,1.021538,1.311816
.58310796,1,-1.666642,-1.601888
2.4979373,1,-.3091394,1.248906
5,0,.1992299,.4038323
5,0,-1.607293,-2.345292
4.0768541,1,1.760343,-1.361082
.69159875,1,-.8765643,-.3678198
.6376517,1,.3467073,-.7620767
.16706851,1,-2.087755,.2205942
1.1602454,1,1.305097,.3109776
.60577857,1,-1.919448,.5564098
.13911591,1,-.3020825,.5925468
4.884793,1,-.5588002,1.014177
5,0,-.5859227,.2876813
.69296582,1,1.021039,-1.72815
5,0,-.3492077,.658767
3.0193223,1,-.6240482,.5908325
5,0,1.353746,.2173416
5,0,-.1178605,-.9951196
5,0,-.9487686,-1.161634
5,0,-.7502202,.7698602
1.8384794,1,1.247436,.5849076
1.7551008,1,.0348361,-.2284482
.54675715,1,-.2823946,.0033369
5,0,-1.157799,-.4425952
5,0,-1.023137,-1.141954
4.8115483,1,-1.616506,-.7542092
1.3392563,1,-.8405382,.4197694
5,0,2.366888,.1232055
2.0833001,1,2.069283,.2296601
5,0,.0666966,1.486042
5,0,1.828318,-1.137613
5,0,-.163939,-.2392911
5,0,-1.60248,.189067
.28312934,1,.801291,.1329277
1.5504907,1,1.369255,-.280654
5,0,-.4179215,-1.323329
5,0,-.6044001,.3592577
1.6140196,1,.4820164,-.8693314
2.350028,1,.40962,1.025761
4.0078799,1,.5658939,1.019784
.11365954,1,-1.56682,-.9892405
5,0,1.065791,-1.244607
2.5065794,1,-.4919442,.58568
5,0,-.11353,.9526114
5,0,-.6577966,.5887752
5,0,-.3139576,.6117021
5,0,-2.124731,-.0367347
2.6148245,1,-1.442848,.0518178
1.7502711,1,-1.276015,.6006272
.82306996,1,.2632983,-.0119374
5,0,-.4868425,.1943151
5,0,-1.193486,-1.042554
4.27203,1,-.0863668,.9763839
5,0,1.230544,-.1095253
2.4872273,1,-.8783927,-.0603403
2.5748075,1,-.0275708,-.8414667
1.8166068,1,-.0361225,-.609731
3.6463029,1,-.7197858,.3795221
2.8641155,1,1.39326,1.406796
3.2046556,1,.3149547,-1.153265
.00323704,1,1.032434,-1.235053
5,0,.2028901,-.0551386
5,0,1.225717,-3.565843
3.6645378,1,-.8122069,-1.176862
3.9901517,1,1.577462,.9404885
5,0,-1.816196,.4133906
5,0,.0107377,1.173324
5,0,-2.263677,-.0268568
.21797915,1,-.2994114,1.148601
.14005702,1,-.7213476,.0043553
2.6511817,1,.9034494,-1.597733
.06266254,1,1.205388,-1.367653
5,0,-.5758213,.3583043
2.2304975,1,1.109312,-.8743966
.44246169,1,-.9287164,.5774357
5,0,-.0539663,.1206188
4.5377328,1,2.076062,-1.296689
5,0,-.9910305,.076954
5,0,1.743961,2.380249
1.3619238,1,-.9979324,-1.201919
1.6542955,1,.1749396,-.0428015
5,0,.6615977,-1.175987
2.0992049,1,-.9466441,-1.326579
5,0,-.6695966,.2618088
5,0,-.7532532,1.119574
5,0,-.1961461,1.456325
5,0,-.9094655,-.6197287
.92822535,1,-.4717088,-.812736
1.6196581,1,.4361711,-.2224928
2.0658964,1,-.8315637,-1.401572
4.3770893,1,-.1892471,2.79225
5,0,1.052834,.7807829
1.9906607,1,-.3438095,2.11181
.33468637,1,-.8098162,-2.085252
5,0,.7002918,.5160714
5,0,-.9673459,.3300124
5,0,.0609144,-1.180587
3.1285189,1,1.441948,.8989978
5,0,2.176045,.5299298
5,0,1.445387,-.2586242
5,0,-1.371886,-1.286127
5,0,-.2556563,-.8970361
3.2444786,1,-.9880366,.4403832
.29194362,1,-.6617067,1.355744
5,0,.3227464,1.136146
1.5640648,1,.6726563,-.653831
5,0,.3765258,.4444122
5,0,.9112055,.6177183
5,0,-1.448439,-2.133512
5,0,.1908315,-.2502394
2.2723093,1,-.0899202,1.60673
5,0,.2958233,.8830949
5,0,.9743132,.3793472
5,0,-.6626097,-1.022122
4.8140223,1,-.3087686,.1112641
5,0,-.2727196,-1.027662
5,0,-.627408,-.3560424
5,0,-.8965914,-.441993
5,0,2.224093,.781181
5,0,-.6934947,.3565742
1.9877956,1,.6499954,-.3218254
5,0,.054382,-2.11291
2.3802082,1,1.713282,-.2589416
5,0,.2423864,-.945983
5,0,-.419716,-1.624356
1.6422484,1,-.8173739,.1111464
5,0,1.229643,2.286896
5,0,.9676121,-1.268344
5,0,1.372645,-.7481906
.2280365,1,-.6317061,-.0479292
5,0,.2132105,.1066719
2.7917449,1,.15302,-.3383839
4.7061387,1,-1.378459,.5297566
5,0,-.14932,-.6650544
5,0,1.681659,-.5063384
5,0,-.3952171,1.317377
5,0,1.626591,.5184014
5,0,.9228426,-.891427
3.7511146,1,-.0330129,-.43586
.31285484,1,1.242878,-.6137352
.54042042,1,-1.114369,2.222037
5,0,-.9854028,1.057496
.46189066,1,.144689,1.974101
5,0,-.5996401,1.668662
5,0,-.2326896,-2.135367
.1697058,1,.2281045,-1.216524
4.7948166,1,-1.63881,.9770873
.21337698,1,-.6130184,.5611445
4.8898668,1,1.127315,.3769812
1.022389,1,3.879346,-.7229172
5,0,-.5590876,.7808665
5,0,.3719361,1.468618
1.7694616,1,-.5452312,-.2222019
5,0,.1670685,.7435564
5,0,-.94166,-.7744397
.57617786,1,1.006848,.7428003
5,0,.6448936,.2826364
.94104028,1,-.4299251,-.6029649
1.5809839,1,2.264187,.9657851
4.3679772,1,-.008622,-1.118767
5,0,.3166591,-.0216078
5,0,-.6912522,-1.492491
5,0,-1.759886,1.100447
5,0,-2.132354,.0547773
5,0,-.440414,.4071945
5,0,1.289388,1.338016
5,0,1.06104,-.2153389
5,0,.9276956,1.586265
5,0,-1.576082,.0255592
2.973696,1,-.8801874,-1.721785
5,0,.664419,-.765162
5,0,-.40223,.0741978
5,0,1.503888,.7654008
5,0,.4289088,.2116399
5,0,-1.382306,-.9348435
5,0,.6634104,-.5890526
5,0,.7479307,2.026426
2.782718,1,.1998693,-.8468786
5,0,1.761093,-1.910403
5,0,-1.511745,-.2545497
1.8226043,1,-1.302401,-1.000836
.17351463,1,-.4067754,-1.842602
5,0,.8193169,.756636
.68258485,1,-1.048956,1.130358
5,0,.0802962,.532939
.20402409,1,-1.807406,1.018682
2.3132886,1,.7298192,.0215345
.11598265,1,.6695455,.2841536
4.805866,1,-1.753921,-.5073477
.60471381,1,-.5141308,.2592962
.2454462,1,-.572316,.6993886
1.2160853,1,-.3386327,.6390276
2.541064,1,-.4660245,1.359023
5,0,1.616361,-.7897414
5,0,-.0468931,-.0053878
5,0,-.2920591,-.2989649
5,0,1.480592,.185751
.37599099,1,.1838262,.1613902
5,0,-2.015417,-1.77832
4.1394686,1,-.2491882,-.0477618
5,0,1.57536,.2186619
1.0506043,1,-.6017997,.9582075
5,0,.0518665,.4680576
4.1210768,1,1.014079,1.105604
5,0,-.6069225,1.016042
5,0,.4011348,-.0238965
5,0,.3543992,-.4953728
.83536765,1,.6240632,2.367765
5,0,-2.149602,.6743681
5,0,.0582528,.0605243
1.0284669,1,1.092063,.4740579
2.3708312,1,-.6657332,-.7234122
5,0,.1541608,-.3324913
4.2907726,1,-1.044263,-.6570507
2.4739837,1,.8122058,-.8195838
.0517596,1,-1.042997,.9905143
4.4528015,1,-.2245144,1.037545
.08115513,1,-1.538873,.7774157
5,0,-.0440475,.4524247
3.0701324,1,-2.021533,-.0854861
1.4996009,1,-.34687,.4624102
5,0,-1.78718,.3633732
5,0,2.809563,.0241977
3.0623686,1,.228414,-.324748
2.9861766,1,-1.144314,.445123
5,0,-.5121509,.7166687
1.7669416,1,.4475915,-.6573673
3.8587575,1,-.4044514,.7296311
1.8523204,1,.1167292,1.550067
2.6160565,1,-.4084573,.9666392
5,0,-.3611498,.5806383
2.6210559,1,.6786799,-1.06491
4.3930664,1,.6716568,.0207704
5,0,-1.787947,.8500091
3.7640547,1,1.836964,-.4397309
5,0,-1.00602,-.7003483
5,0,-.6902992,-.4047081
1.4485498,1,1.242109,1.195827
5,0,-.6194618,-1.086564
1.031162,1,1.05446,.4855494
3.421595,1,-.5718839,-1.003056
2.4003822,1,-2.085868,-.3826647
5,0,.1187987,-1.774046
5,0,.712741,-1.085389
1.1616161,1,.0598394,.909278
5,0,1.389554,.7882234
5,0,-1.242492,.6532658
5,0,.1418485,.1581619
2.6381497,1,-1.1936,1.399709
5,0,1.305446,-.225022
4.0702465,1,.341885,.0030605
.32317239,1,.5474874,-.828382
5,0,.8851551,-1.022668
5,0,.0588114,-1.235267
2.1916133,1,2.028466,-.7924572
5,0,1.203576,-1.456799
2.9072496,1,-.3947188,-.9082806
1.6633076,1,-.6545025,1.661195
5,0,.3011419,-1.717032
5,0,.3929611,-.8829761
.66344244,1,.6452663,-.419421
.17710648,1,-1.745715,.6134418
5,0,.9772789,.7145091
5,0,-.4268198,.7753132
5,0,.2194098,-.0667195
5,0,.258442,.882014
1.8392268,1,-.0038832,-1.312754
4.3264372,1,.1645097,-1.764189
4.4609027,1,.0558316,.3104051
1.8650867,1,1.459994,.0956953
3.6654949,1,.7861345,.5119917
5,0,1.280346,-.6007247
5,0,.236816,.0306457
.01705185,1,2.027225,-1.1075
.99282396,1,-.5244889,.2369266
.31235384,1,.6507545,-.0027257
5,0,-.899705,.0848843
.30007605,1,1.31966,.6073377
4.3321355,1,-1.03502,.4421441
5,0,.5172297,-.8890427
5,0,-.0347217,-.8781308
.00008052,1,-.8754507,1.389977
5,0,.5619509,.7194116
5,0,-.6797717,.3091387
5,0,-.6816525,1.359997
5,0,1.166432,-1.640033
2.3687634,1,-.6850074,-.160657
2.8350736,1,-1.103849,2.036903
5,0,.8312446,-.4749818
.44072555,1,.2865325,-.4077386
5,0,-1.891649,1.74775
4.5629147,1,-.9037161,1.152329
3.5003647,1,1.349002,-.6681616
5,0,1.997591,-1.144139
3.4459725,1,1.636331,1.456226
5,0,-2.710531,-.8891139
5,0,-.3353109,-2.281345
.08311258,1,.5918017,-.192257
5,0,.8723211,.1374092
5,0,-.1422574,-.1902433
3.0150727,1,.6430723,1.408612
.29925974,1,.2444443,1.564443
5,0,-1.310091,-1.910049
3.1200681,1,-1.130694,1.255852
5,0,.7266245,-2.336948
.49540705,1,-.6880325,2.206749
.22295701,1,-1.565532,.4676085
5,0,.3875886,-.7266462
3.3013909,1,-.2028961,-2.066371
5,0,-.2792928,-.8319198
5,0,-2.126436,-.1373994
3.1740037,1,1.351714,1.374906
5,0,.9976386,.1493737
2.7424702,1,.5326514,-1.267211
5,0,1.690669,2.145529
5,0,.7367157,-.2500197
5,0,.3374498,-1.56309
5,0,.4630792,-.5529741
1.8580326,1,.546233,.2757068
5,0,-.039996,1.119414
1.0534835,1,-.3761288,.4992209
5,0,-.0470686,1.261043
5,0,.1102953,.6135892
5,0,.806093,1.062291
5,0,-.3353145,.5376952
5,0,-.9745251,-.3602556
1.2336911,1,.3985979,.2256641
5,0,-.3575622,-.6730675
1.158734,1,.8475537,-1.169554
3.0893291,1,-.8576977,.1176589
5,0,-.2857175,-.5925626
.30468114,1,-1.739331,.8350151
2.0479963,1,.3886776,.3486509
5,0,-1.102289,1.666987
5,0,1.530424,-.7090776
2.4903245,1,-.740214,2.281215
1.257487,1,1.437423,1.041778
5,0,.2345003,-.0602001
1.8393603,1,.5719327,-1.529349
1.6764441,1,-.5484802,.7512795
5,0,-.375859,.5567805
.21056986,1,.7055594,1.682049
5,0,-.8657449,-.5443449
5,0,.2669391,-.3348079
4.7676547,1,1.748685,-.2802407
5,0,.2357386,-1.148889
2.2008766,1,-2.109398,-1.809466
4.9285744,1,-.5048646,.5576562
3.079679,1,.2031415,-1.272216
1.7221681,1,-.2141112,-.0452629
5,0,-.3396494,.3562653
5,0,.8527482,-.3479377
5,0,-.7242455,.4433457
5,0,-.7909508,-.5141879
3.9353652,1,-.1971643,.3690333
5,0,.3479302,1.894338
.11607181,1,-.1080195,-1.318697
5,0,-1.00829,-.906204
5,0,-1.198407,.2087729
1.5951191,1,.5539998,1.501527
5,0,-.1972667,-.8877636
5,0,-1.532045,-1.032615
5,0,.043794,1.118766
1.3308543,1,-.7320851,-.1482028
5,0,1.545482,-.3910404
5,0,1.212825,.6333681
.50368364,1,1.570938,-.1775741
1.3802659,1,-.4525584,.0364959
5,0,-1.274248,2.17788
3.5648105,1,-2.373981,.1240319
3.4408567,1,1.31548,-.4234583
5,0,-1.212695,-.559995
.23599576,1,.7829096,.2116538
1.3855093,1,-.2417476,.194822
1.2302264,1,1.370676,.1470021
5,0,1.44353,2.07905
5,0,-.7357163,.0100319
5,0,-.5735642,-.0673991
.37692652,1,-.9349625,-1.931792
5,0,-.7761848,1.829932
.76431871,1,-.2216196,.6452241
.38042609,1,-1.194504,.0317605
5,0,-.7195718,.347063
5,0,-.455367,-.6497039
.39802981,1,-.1146001,1.678775
5,0,-.4720989,-.0119464
4.2081113,1,.1895061,1.5153
2.2015746,1,-.7898926,.5585024
.49161688,1,-1.238387,-.7831455
5,0,1.266049,-.1770005
1.8025051,1,-1.486885,.9290711
5,0,.8079029,.7349975
5,0,-.1385507,.2407461
2.8438594,1,.5628421,-1.155927
5,0,-.4482919,1.178783
1.7813768,1,-2.174366,-1.977382
.80820433,1,-.4085529,.3409416
.67400306,1,-.6376577,-.2023267
5,0,-.2097438,-.2433363
.7197659,1,-1.432589,1.268694
4.5667315,1,-1.039268,-.1246314
5,0,-1.178757,1.005989
1.7812762,1,-1.857297,.2036863
5,0,-.8120919,-1.753247
3.7815491,1,-.128869,-2.060286
2.5339447,1,.1043911,-.7626136
2.3002194,1,-.6287025,1.950152
3.5481513,1,-.4055018,-.6442736
5,0,.6125937,-.142942
5,0,.7819054,.9131159
4.3929689,1,1.194589,.5970939
5,0,-1.136318,.221917
5,0,-.0771091,.6214608
1.2359403,1,-.7910363,-1.006652
5,0,-1.89301,-.4778997
.14433482,1,1.206921,-.4612631
5,0,.3913664,-.928405
2.909895,1,.653146,1.206144
5,0,-1.510098,1.604446
5,0,-.5570698,-1.030311
5,0,.7133006,.355093
.79849941,1,.0523857,1.121218
2.1066789,1,.3153436,-.1119865
5,0,-.550636,.6658556
5,0,.3965377,-.2450091
5,0,.3774247,-.1410106
.17232262,1,-.0045259,-.1773862
5,0,-.708775,-.6846037
